CustomerKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance
11884,Latoya,Shen,Shen Latoya,4/26/1959 0:00,M,F,80000,5,0,Graduate Degree,Professional,1,0,2328 Sand View Way,2/21/2016 0:00,0 to 1 Miles
11885,Kurt,Sharma,Sharma Kurt,9/25/1959 0:00,M,M,80000,2,0,Graduate Degree,Professional,1,0,4461 Centennial Way,10/30/2014 0:00,0 to 1 Miles
11886,Katelyn,Parker,Parker Katelyn,1/20/1958 0:00,M,F,60000,3,2,Bachelors,Professional,1,1,7111 Concord Ct.,10/30/2014 0:00,0 to 1 Miles
11887,Joseph,White,White Joseph,4/5/1958 0:00,M,M,60000,1,0,Bachelors,Professional,1,1,8656 Lakespring Place,5/29/2016 0:00,2 to 5 Miles
11888,Aaron,Ross,Ross Aaron,12/22/1958 0:00,M,M,60000,1,0,Bachelors,Professional,1,1,2111 Ringing Dr,3/19/2016 0:00,0 to 1 Miles
11889,Blake,Patterson,Patterson Blake,5/28/1958 0:00,S,M,60000,1,0,Bachelors,Professional,1,1,8129 Golden Rain,2/27/2016 0:00,2 to 5 Miles
11890,Whitney,Lopez,Lopez Whitney,11/15/1958 0:00,M,F,70000,5,4,Graduate Degree,Professional,1,1,3098 Eastgate Ave,3/30/2016 0:00,0 to 1 Miles
11891,Jamie,Liang,Liang Jamie,9/17/1958 0:00,M,F,70000,5,4,Graduate Degree,Professional,1,2,3213 Glenside Dr,3/8/2016 0:00,0 to 1 Miles
11892,Julio,Ortega,Ortega Julio,10/8/1969 0:00,M,M,90000,1,0,Graduate Degree,Management,1,0,1681 Via Estrella,9/7/2014 0:00,0 to 1 Miles
11893,Orlando,Carlson,Carlson Orlando,2/9/1969 0:00,M,M,90000,2,0,Graduate Degree,Management,1,0,761 Orchard View Ave.,9/3/2014 0:00,0 to 1 Miles
11894,Ann,Gonzalez,Gonzalez Ann,5/4/1969 0:00,M,F,100000,1,0,Graduate Degree,Management,1,0,4166 Deercreek Ln.,9/25/2014 0:00,2 to 5 Miles
11895,Dustin,Chander,Chander Dustin,7/21/1969 0:00,M,M,100000,1,0,Graduate Degree,Management,1,0,5553 Cash Avenue,9/15/2014 0:00,0 to 1 Miles
11896,Frank,Carlson,Carlson Frank,11/18/1969 0:00,M,M,100000,1,0,Graduate Degree,Management,1,0,8851 Northridge Dr.,9/4/2014 0:00,2 to 5 Miles
11897,Orlando,Ashe,Ashe Orlando,11/28/1968 0:00,S,M,60000,2,2,Bachelors,Professional,0,1,9478 Rheem Dr.,9/2/2014 0:00,0 to 1 Miles
11898,Angela,Henderson,Henderson Angela,7/3/1970 0:00,M,F,80000,4,4,Graduate Degree,Management,1,1,9377 Ash Lane,9/17/2014 0:00,0 to 1 Miles
11899,Brenda,Perez,Perez Brenda,9/16/1970 0:00,S,F,80000,4,4,Graduate Degree,Management,1,1,9935 San Carlos Avenue,9/7/2014 0:00,0 to 1 Miles
11900,Byron,Carlson,Carlson Byron,3/7/1970 0:00,S,M,90000,2,0,Bachelors,Professional,1,0,4002 Fawn Glen Circle,9/24/2014 0:00,0 to 1 Miles
11901,Stacy,Alvarez,Alvarez Stacy,2/19/1968 0:00,S,F,60000,2,2,Bachelors,Professional,0,1,3917 Catalpa Court,9/13/2014 0:00,0 to 1 Miles
11902,Drew,Pal,Pal Drew,3/18/1967 0:00,M,M,70000,5,5,Bachelors,Professional,1,3,8991 Olivera,2/25/2016 0:00,10 or more Miles
11903,Kate,Raji,Raji Kate,4/27/1969 0:00,S,F,110000,1,0,Graduate Degree,Management,1,0,1225 Santa Lucia,9/24/2014 0:00,0 to 1 Miles
11904,Kaylee,Cook,Cook Kaylee,11/9/1969 0:00,S,F,110000,1,0,Graduate Degree,Management,1,1,5742 Curtis Drive,9/20/2014 0:00,2 to 5 Miles
11905,Isaiah,Ramirez,Ramirez Isaiah,6/16/1969 0:00,S,M,110000,1,0,Graduate Degree,Management,1,1,1069 Central Blvd.,9/1/2014 0:00,2 to 5 Miles
11906,Gabriella,Sanders,Sanders Gabriella,2/18/1967 0:00,M,F,80000,5,5,Graduate Degree,Management,1,3,4938 Nightingale Drive,9/13/2014 0:00,0 to 1 Miles
11907,Sarah,Garcia,Garcia Sarah,9/8/1967 0:00,S,F,80000,5,5,Graduate Degree,Management,1,3,9481 Laguna Street,9/30/2014 0:00,0 to 1 Miles
11908,Rafael,Tang,Tang Rafael,7/11/1966 0:00,S,M,80000,5,5,Graduate Degree,Management,1,3,8839 Leonard Dr,9/22/2014 0:00,0 to 1 Miles
11909,Nichole,She,She Nichole,2/10/1966 0:00,M,F,80000,5,5,Graduate Degree,Management,0,3,7484 Roundtree Drive,9/23/2014 0:00,0 to 1 Miles
11910,Jaclyn,Zheng,Zheng Jaclyn,6/12/1966 0:00,M,F,80000,5,5,Graduate Degree,Management,1,3,7413 Alpine Drive,10/11/2014 0:00,0 to 1 Miles
11911,Rachael,Kapoor,Kapoor Rachael,11/16/1966 0:00,M,F,80000,5,5,Graduate Degree,Management,1,3,4159 Bayshore Rd.,6/3/2016 0:00,0 to 1 Miles
11912,Rachael,Sai,Sai Rachael,12/17/1965 0:00,S,F,60000,3,3,Bachelors,Professional,1,1,5108 Heights Avenue,10/29/2014 0:00,5 to 10 Miles
11913,Rebecca,Robinson,Robinson Rebecca,6/11/1965 0:00,M,F,60000,3,3,Bachelors,Professional,1,1,1861 Chinquapin Ct,12/5/2016 0:00,5 to 10 Miles
11914,Meagan,Rana,Rana Meagan,5/8/1968 0:00,S,F,70000,0,0,Bachelors,Professional,0,1,7867 F Mt Hood Circle,10/20/2014 0:00,0 to 1 Miles
11915,Philip,Carlson,Carlson Philip,3/16/1968 0:00,S,M,70000,0,0,Bachelors,Professional,1,1,6672 Mt. Dias Blvd.,10/4/2014 0:00,5 to 10 Miles
11916,Joe,Rana,Rana Joe,9/7/1965 0:00,S,M,70000,0,0,Bachelors,Professional,0,1,6339 E. 108th Street,10/3/2014 0:00,5 to 10 Miles
11917,Roy,Sanz,Sanz Roy,10/22/1965 0:00,S,M,70000,0,0,Bachelors,Professional,1,1,5087 Valle Vista Avenue,10/29/2014 0:00,5 to 10 Miles
11918,Kaylee,Hill,Hill Kaylee,3/3/1964 0:00,M,F,60000,3,3,Bachelors,Professional,1,2,8205 Soto St.,10/15/2014 0:00,5 to 10 Miles
11919,Warren,Andersen,Andersen Warren,2/18/1964 0:00,M,M,60000,4,4,Bachelors,Professional,1,2,7783 Limewood Pl,10/7/2014 0:00,5 to 10 Miles
11920,Adrienne,Gomez,Gomez Adrienne,2/28/1964 0:00,S,F,60000,4,4,Bachelors,Professional,1,3,4373 Sherry Circle,10/12/2014 0:00,10 or more Miles
11921,Gilbert,Zhu,Zhu Gilbert,12/23/1964 0:00,M,M,60000,4,4,Bachelors,Professional,1,3,2939 West Ct.,9/22/2016 0:00,10 or more Miles
11922,James,Davis,Davis James,8/20/1968 0:00,S,M,90000,4,4,Partial College,Skilled Manual,0,2,3704 Elliott Dr.,2/19/2016 0:00,0 to 1 Miles
11923,Sarah,Bryant,Bryant Sarah,10/23/1979 0:00,M,F,60000,0,0,Partial College,Skilled Manual,0,1,9855 Norse Ct.,2/16/2016 0:00,1 to 2 Miles
11924,Ian,Long,Long Ian,10/25/1979 0:00,S,M,60000,0,0,Partial College,Skilled Manual,0,1,2389 E Eagle Peak Rd.,10/28/2014 0:00,1 to 2 Miles
11925,Ashlee,Jai,Jai Ashlee,11/6/1978 0:00,S,F,40000,0,0,Partial College,Skilled Manual,1,1,6468 Gatewood Court,10/11/2014 0:00,5 to 10 Miles
11926,Eduardo,Foster,Foster Eduardo,3/18/1978 0:00,S,M,40000,0,0,Partial College,Skilled Manual,0,1,609 Power Ave.,5/5/2016 0:00,5 to 10 Miles
11927,Nicole,Murphy,Murphy Nicole,7/24/1978 0:00,S,F,40000,0,0,Partial College,Skilled Manual,0,1,7468 Franklin Canyon Road,6/2/2016 0:00,5 to 10 Miles
11928,Isabella,Morris,Morris Isabella,9/7/1978 0:00,M,F,60000,0,0,Partial College,Skilled Manual,1,2,8487 Amador,6/2/2016 0:00,5 to 10 Miles
11929,Virginia,Gonzalez,Gonzalez Virginia,2/12/1946 0:00,S,F,30000,2,0,Partial College,Clerical,1,2,7566 Keller Ridge Dr.,10/16/2014 0:00,5 to 10 Miles
11930,Jaclyn,Nara,Nara Jaclyn,5/4/1947 0:00,M,F,20000,4,0,High School,Skilled Manual,0,2,2121 Royal Ann Lane,10/16/2014 0:00,1 to 2 Miles
11931,Marcus,Adams,Adams Marcus,11/13/1978 0:00,S,M,70000,0,0,Partial College,Skilled Manual,1,2,9246 Westminster Pl,2/20/2016 0:00,5 to 10 Miles
11932,Elizabeth,Coleman,Coleman Elizabeth,8/11/1978 0:00,M,F,70000,0,0,Partial College,Skilled Manual,0,2,7546 Gonzalez Ct.,4/30/2016 0:00,0 to 1 Miles
11933,Mathew,Rubio,Rubio Mathew,3/4/1977 0:00,S,M,40000,0,0,Partial High School,Clerical,0,2,9911 Northgate Road,10/15/2014 0:00,1 to 2 Miles
11934,Justin,Shan,Shan Justin,10/14/1977 0:00,S,M,40000,0,0,Partial High School,Clerical,1,2,9377 Lightwood Drive,11/22/2014 0:00,5 to 10 Miles
11935,Jessica,Taylor,Taylor Jessica,11/19/1977 0:00,S,F,30000,0,0,Partial College,Skilled Manual,1,1,5843 Mountaire Pkwy.,6/8/2016 0:00,5 to 10 Miles
11936,Hunter,Clark,Clark Hunter,4/11/1977 0:00,M,M,30000,0,0,Partial College,Skilled Manual,1,1,9001 Esperanza,4/7/2016 0:00,5 to 10 Miles
11937,Devin,Perez,Perez Devin,6/5/1977 0:00,M,M,30000,0,0,Partial College,Skilled Manual,0,2,8510 G St.,11/1/2014 0:00,1 to 2 Miles
11938,Seth,Alexander,Alexander Seth,9/21/1977 0:00,M,M,60000,0,0,Partial College,Skilled Manual,1,2,3842 Algiers Dr.,3/8/2016 0:00,5 to 10 Miles
11939,Kevin,Washington,Washington Kevin,6/22/1977 0:00,S,M,60000,0,0,Partial College,Skilled Manual,0,2,9105 Jacobsen Street,11/13/2014 0:00,1 to 2 Miles
11940,Tyler,Miller,Miller Tyler,7/12/1977 0:00,M,M,100000,3,0,Bachelors,Management,1,3,9231 Brook Hollow Ct.,8/3/2016 0:00,0 to 1 Miles
11941,Adam,Roberts,Roberts Adam,11/26/1976 0:00,S,M,60000,0,0,Partial College,Skilled Manual,1,2,626 Redlands Way,8/8/2016 0:00,5 to 10 Miles
11942,George,Gonzalez,Gonzalez George,6/13/1949 0:00,M,M,20000,2,1,Partial High School,Clerical,1,2,80 San Remo Ct,10/17/2014 0:00,5 to 10 Miles
11943,Dawn,Huang,Huang Dawn,2/27/1949 0:00,M,F,20000,2,1,Partial High School,Clerical,1,2,1318 Ramer Ct.,10/20/2014 0:00,5 to 10 Miles
11944,Rachael,Rodriguez,Rodriguez Rachael,10/15/1950 0:00,S,F,30000,3,0,Partial College,Clerical,0,2,6335 Benita Way,10/21/2014 0:00,1 to 2 Miles
11945,Dennis,Huang,Huang Dennis,9/11/1980 0:00,M,M,20000,0,0,Partial College,Skilled Manual,0,2,1901 Mitchell Canyon Court,11/1/2014 0:00,1 to 2 Miles
11946,Brandy,Saunders,Saunders Brandy,1/3/1951 0:00,S,F,30000,3,0,High School,Skilled Manual,1,2,3809 Lancelot Dr.,10/23/2014 0:00,5 to 10 Miles
11947,Jenny,Zheng,Zheng Jenny,10/22/1951 0:00,S,F,30000,3,0,High School,Skilled Manual,0,2,8268 Donald Dr,10/15/2014 0:00,1 to 2 Miles
11948,Tasha,Xu,Xu Tasha,4/10/1951 0:00,M,F,30000,3,0,High School,Skilled Manual,1,2,2013 Filling Ave.,9/9/2016 0:00,5 to 10 Miles
11949,Julia,Brooks,Brooks Julia,11/5/1980 0:00,S,F,70000,0,0,Partial College,Skilled Manual,1,2,1657 Morengo Ct.,7/17/2016 0:00,5 to 10 Miles
11950,Jordan,Carter,Carter Jordan,9/10/1979 0:00,M,F,70000,0,0,Partial College,Skilled Manual,1,2,1127 Oak Street,2/21/2016 0:00,5 to 10 Miles
11951,Lacey,Huang,Huang Lacey,8/6/1952 0:00,M,F,40000,2,0,Partial College,Skilled Manual,1,2,8762 Terrace,8/21/2016 0:00,5 to 10 Miles
11952,Dorothy,Robinson,Robinson Dorothy,9/23/1954 0:00,S,M,80000,2,0,Partial College,Skilled Manual,0,2,4693 Mills Dr.,10/7/2014 0:00,1 to 2 Miles
11953,Courtney,Wright,Wright Courtney,9/4/1975 0:00,S,F,40000,0,0,High School,Skilled Manual,0,2,445 San Carlos Avenue,2/13/2016 0:00,1 to 2 Miles
11954,Joseph,Garcia,Garcia Joseph,8/17/1975 0:00,M,M,60000,0,0,Partial College,Skilled Manual,1,2,1220 Bradford Way,11/4/2014 0:00,5 to 10 Miles
11955,Gabriel,Green,Green Gabriel,4/5/1975 0:00,S,M,60000,0,0,Partial College,Skilled Manual,1,2,6991 Gloria Terr.,11/1/2014 0:00,5 to 10 Miles
11956,Alexandria,Sandberg,Sandberg Alexandria,9/3/1974 0:00,S,F,40000,0,0,High School,Skilled Manual,1,2,844 Sol Street,11/3/2014 0:00,5 to 10 Miles
11957,Courtney,Hernandez,Hernandez Courtney,8/12/1973 0:00,S,F,60000,0,0,Partial College,Skilled Manual,0,2,8426 Kendall Rd.,2/16/2016 0:00,1 to 2 Miles
11958,Dylan,Lal,Lal Dylan,1/6/1973 0:00,S,M,70000,0,0,Partial College,Professional,1,2,6746 River Ash Court,6/18/2016 0:00,5 to 10 Miles
11959,Elizabeth,Davis,Davis Elizabeth,4/7/1973 0:00,S,F,70000,0,0,Partial College,Professional,0,2,117 Esperanza Dr,3/24/2016 0:00,0 to 1 Miles
11960,Ana,Griffin,Griffin Ana,7/3/1973 0:00,S,F,70000,0,0,Partial College,Professional,0,2,6612 Concord,3/26/2016 0:00,0 to 1 Miles
11961,Anne,Alvarez,Alvarez Anne,6/24/1973 0:00,S,F,70000,0,0,Partial College,Professional,1,2,6318 Merriewood Dr.,2/15/2016 0:00,5 to 10 Miles
11962,Alexandra,Roberts,Roberts Alexandra,11/28/1976 0:00,S,F,60000,0,0,Partial College,Professional,0,2,9024 Grant Street,8/12/2016 0:00,1 to 2 Miles
11963,Antonio,Patterson,Patterson Antonio,6/13/1955 0:00,M,M,80000,2,0,High School,Skilled Manual,0,2,2355 Regina Lane,10/24/2014 0:00,1 to 2 Miles
11964,Sharon,Salavaria,Salavaria Sharon,2/17/1956 0:00,S,M,70000,2,0,High School,Skilled Manual,0,2,5652 East View Place,10/16/2014 0:00,1 to 2 Miles
11965,Katie,She,She Katie,10/19/1956 0:00,S,F,70000,2,0,High School,Skilled Manual,1,2,1174 Royal Ann Lane,2/14/2016 0:00,5 to 10 Miles
11966,Rafael,Black,Black Rafael,2/17/1956 0:00,S,M,70000,2,0,High School,Skilled Manual,1,2,1730 D Reliez Valley Ct.,11/4/2016 0:00,5 to 10 Miles
11967,Latasha,Munoz,Munoz Latasha,2/10/1957 0:00,S,F,80000,2,0,High School,Professional,1,2,4799 Buena Vista,10/25/2014 0:00,5 to 10 Miles
11968,Kelsey,Becker,Becker Kelsey,10/21/1958 0:00,S,F,130000,0,1,Graduate Degree,Management,0,2,6577 La Canada,10/30/2014 0:00,0 to 1 Miles
11969,Randy,Xu,Xu Randy,7/25/1958 0:00,S,M,130000,0,1,Graduate Degree,Management,0,2,2140 Clifford Court,10/21/2014 0:00,0 to 1 Miles
11970,Bailey,Collins,Collins Bailey,11/16/1973 0:00,S,F,80000,0,0,Bachelors,Management,0,1,2578 Welle Road,5/26/2016 0:00,2 to 5 Miles
11971,Amanda,Adams,Adams Amanda,9/3/1973 0:00,S,F,80000,0,0,Bachelors,Management,0,1,6730 Saddlehill Lane,4/17/2016 0:00,2 to 5 Miles
11972,Katherine,Williams,Williams Katherine,3/23/1974 0:00,M,F,60000,0,0,Partial College,Professional,0,2,927 Live Oak Ave.,11/12/2016 0:00,1 to 2 Miles
11973,Caroline,Barnes,Barnes Caroline,2/3/1974 0:00,S,F,60000,0,0,Partial College,Professional,0,2,112 RaceCt,2/29/2016 0:00,1 to 2 Miles
11974,Randy,Sun,Sun Randy,2/7/1974 0:00,S,M,60000,0,0,Partial College,Professional,0,2,8540 Ravenwood Dr.,11/2/2016 0:00,5 to 10 Miles
11975,Destiny,Garcia,Garcia Destiny,10/4/1974 0:00,S,F,60000,0,0,High School,Professional,0,2,1993 South Villa Way,7/18/2016 0:00,1 to 2 Miles
11976,Audrey,Ramos,Ramos Audrey,5/26/1959 0:00,S,F,120000,1,2,Bachelors,Management,0,3,598 Merry Drive,10/27/2014 0:00,0 to 1 Miles
11977,Bonnie,Jai,Jai Bonnie,5/23/1959 0:00,M,F,130000,0,1,Graduate Degree,Management,1,3,2544 Ashley Way,11/4/2014 0:00,0 to 1 Miles
11978,Jackson,Washington,Washington Jackson,10/22/1966 0:00,M,M,130000,0,1,Graduate Degree,Management,1,3,1374 Queens Road,2/7/2016 0:00,0 to 1 Miles
11979,Christopher,Johnson,Johnson Christopher,5/8/1957 0:00,M,M,80000,2,0,Partial High School,Skilled Manual,0,2,9234 Carmel Drive,2/18/2016 0:00,1 to 2 Miles
11980,Kimberly,Richardson,Richardson Kimberly,12/18/1957 0:00,S,F,60000,2,0,High School,Professional,0,2,7629 Bonanza,9/26/2016 0:00,1 to 2 Miles
11981,Alexandria,Howard,Howard Alexandria,2/3/1957 0:00,S,F,60000,2,0,High School,Professional,0,2,341 Victory Lane,4/11/2016 0:00,1 to 2 Miles
11982,Alexandra,Foster,Foster Alexandra,4/4/1957 0:00,S,F,60000,2,0,High School,Professional,1,2,6754 Pampered Ct.,8/18/2016 0:00,5 to 10 Miles
11983,Cheryl,Ortega,Ortega Cheryl,2/27/1957 0:00,M,F,70000,3,2,Partial College,Professional,1,0,6501 West Way,11/11/2014 0:00,5 to 10 Miles
11984,Alex,Campbell,Campbell Alex,6/6/1957 0:00,M,M,80000,2,1,Bachelors,Management,1,0,4164 Kenneth Ct.,2/19/2016 0:00,0 to 1 Miles
11985,Melanie,Hughes,Hughes Melanie,11/18/1957 0:00,M,F,80000,2,1,Bachelors,Management,0,1,2546 Crowe Place,2/29/2016 0:00,0 to 1 Miles
11986,Max,Alvarez,Alvarez Max,7/24/1963 0:00,S,M,70000,0,0,Bachelors,Professional,1,1,4594 Rose Dr.,11/25/2014 0:00,5 to 10 Miles
11987,Diane,Vazquez,Vazquez Diane,11/27/1967 0:00,M,F,90000,4,4,Bachelors,Professional,1,0,6772 Geraldine Dr.,6/19/2016 0:00,0 to 1 Miles
11988,Kathryn,Chapman,Chapman Kathryn,8/20/1962 0:00,S,F,70000,1,0,Partial College,Skilled Manual,1,1,4095 Minert Rd.,11/13/2014 0:00,5 to 10 Miles
11989,Kara,Anand,Anand Kara,3/28/1962 0:00,S,F,70000,1,0,Partial College,Skilled Manual,1,1,1088 Ash Lane,11/6/2014 0:00,5 to 10 Miles
11990,Joanna,Vazquez,Vazquez Joanna,7/15/1962 0:00,S,F,70000,1,0,Partial College,Skilled Manual,1,1,198 Edie Ct.,11/16/2014 0:00,5 to 10 Miles
11991,Frederick,Martinez,Martinez Frederick,8/10/1962 0:00,M,M,60000,1,0,Bachelors,Professional,1,1,3410 Hemlock Ave.,11/4/2014 0:00,0 to 1 Miles
11992,Tonya,Chande,Chande Tonya,6/13/1961 0:00,S,F,60000,1,0,Partial College,Skilled Manual,1,1,4766 Palm Ave,11/20/2014 0:00,5 to 10 Miles
11993,Rosa,Wang,Wang Rosa,3/19/1961 0:00,S,F,60000,1,0,Partial College,Skilled Manual,0,1,9135 Rockford Dr.,11/16/2014 0:00,0 to 1 Miles
11994,Leah,Hu,Hu Leah,10/22/1966 0:00,S,F,110000,0,0,Graduate Degree,Management,0,3,1374 Queens Road,11/28/2014 0:00,1 to 2 Miles
11995,Kelvin,Carson,Carson Kelvin,6/14/1960 0:00,M,M,60000,1,0,Partial College,Skilled Manual,1,1,2599 Amaranth Way,11/11/2014 0:00,0 to 1 Miles
11996,Veronica,Srini,Srini Veronica,8/2/1960 0:00,S,F,60000,1,0,Partial College,Skilled Manual,1,1,4681 Deerfield Dr.,11/7/2014 0:00,5 to 10 Miles
11997,Kristina,Kapoor,Kapoor Kristina,4/7/1960 0:00,M,F,60000,1,0,Partial College,Skilled Manual,1,1,6828 Willow Pass Road,11/8/2014 0:00,0 to 1 Miles
11998,Donna,Sharma,Sharma Donna,8/10/1960 0:00,M,F,60000,1,0,Partial College,Skilled Manual,1,1,1641 Overhill Rd,11/19/2014 0:00,5 to 10 Miles
11999,Johnny,Shan,Shan Johnny,6/5/1960 0:00,M,M,60000,1,0,Partial College,Skilled Manual,1,1,7177 Santa Rosa,11/13/2014 0:00,0 to 1 Miles
12000,Ashley,Russell,Russell Ashley,3/12/1965 0:00,S,F,70000,0,0,Bachelors,Professional,0,1,9088 Ironwood Way,11/19/2014 0:00,0 to 1 Miles
12001,Shannon,Yang,Yang Shannon,7/6/1965 0:00,S,F,80000,5,5,Bachelors,Professional,1,4,8404 Houston Ct.,11/17/2014 0:00,1 to 2 Miles
12002,Adriana,Lopez,Lopez Adriana,2/6/1964 0:00,S,F,70000,0,0,Bachelors,Professional,1,1,5420 Thornwood Drive,11/27/2014 0:00,5 to 10 Miles
12003,Audrey,Munoz,Munoz Audrey,3/11/1963 0:00,S,F,70000,0,0,Bachelors,Professional,1,1,2288 Morning Way,11/9/2014 0:00,5 to 10 Miles
12004,Jarrod,Suri,Suri Jarrod,12/20/1963 0:00,S,M,70000,0,0,Bachelors,Professional,0,2,7265 Mt. Dell Dr.,11/11/2014 0:00,0 to 1 Miles
12005,Gilbert,Shen,Shen Gilbert,7/17/1962 0:00,M,M,60000,1,0,Partial College,Skilled Manual,1,1,3798 Baird Court,11/24/2014 0:00,0 to 1 Miles
12006,Richard,Blue,Blue Richard,3/16/1962 0:00,M,M,70000,5,4,Partial College,Skilled Manual,1,2,8005 Water St.,5/6/2016 0:00,5 to 10 Miles
12007,Shannon,Sun,Sun Shannon,7/26/1961 0:00,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2602 Glenside Court,12/9/2014 0:00,5 to 10 Miles
12008,Sharon,Yuan,Yuan Sharon,8/22/1961 0:00,M,F,70000,5,4,Partial College,Skilled Manual,1,2,1048 Burwood Way,6/12/2016 0:00,0 to 1 Miles
12009,Ann,Martinez,Martinez Ann,8/3/1957 0:00,S,F,80000,1,0,Partial College,Skilled Manual,1,1,8794 Seagull Court,12/13/2014 0:00,5 to 10 Miles
12010,Max,Serrano,Serrano Max,2/26/1957 0:00,M,M,80000,1,0,Partial College,Skilled Manual,1,1,1640 Windmill Way,12/23/2014 0:00,5 to 10 Miles
12011,Morgan,Johnson,Johnson Morgan,2/17/1935 0:00,S,F,30000,2,0,Partial College,Clerical,0,2,415 Silver Cypress Ct.,12/3/2014 0:00,5 to 10 Miles
12012,Monica,Schmidt,Schmidt Monica,10/22/1960 0:00,M,F,60000,3,2,Partial College,Skilled Manual,0,2,8711 Pepper Dr.,2/17/2016 0:00,0 to 1 Miles
12013,Kayla,Lewis,Lewis Kayla,3/7/1953 0:00,S,F,30000,2,0,Partial College,Clerical,1,2,7421 Lavetta Way,12/11/2014 0:00,5 to 10 Miles
12014,Devin,Sanders,Sanders Devin,2/9/1949 0:00,M,M,10000,2,1,High School,Skilled Manual,1,2,340 Danesta Dr.,12/10/2014 0:00,5 to 10 Miles
12015,Jacob,White,White Jacob,7/9/1976 0:00,S,M,30000,0,0,High School,Skilled Manual,0,2,3074 Ardith Drive,4/24/2016 0:00,5 to 10 Miles
12016,Meredith,Serrano,Serrano Meredith,12/13/1975 0:00,S,F,40000,0,0,High School,Skilled Manual,0,1,7440 Dorset Way,11/17/2014 0:00,0 to 1 Miles
12017,David,Simmons,Simmons David,10/27/1976 0:00,M,M,40000,0,0,High School,Skilled Manual,1,2,8442 Euclid Avenue,3/21/2016 0:00,5 to 10 Miles
12018,Devin,Henderson,Henderson Devin,8/2/1980 0:00,M,M,30000,0,0,High School,Skilled Manual,1,2,685 St. Peter Court,11/1/2014 0:00,5 to 10 Miles
12019,Gabrielle,Cox,Cox Gabrielle,11/13/1980 0:00,S,F,30000,0,0,High School,Skilled Manual,0,2,1585 Pacific Avenue,9/28/2016 0:00,0 to 1 Miles
12020,Olivia,Rogers,Rogers Olivia,9/14/1979 0:00,M,F,30000,0,0,High School,Skilled Manual,1,2,7076 Terry Lynn Lane,10/14/2016 0:00,5 to 10 Miles
12021,Deborah,Yuan,Yuan Deborah,2/13/1946 0:00,S,F,10000,5,0,High School,Skilled Manual,0,2,6641 Morgan Territory Rd.,12/5/2014 0:00,0 to 1 Miles
12022,Jose,Wright,Wright Jose,11/22/1980 0:00,S,M,40000,0,0,High School,Skilled Manual,1,2,8011 Mcnutt Ave,8/17/2016 0:00,5 to 10 Miles
12023,Fernando,Johnson,Johnson Fernando,7/8/1978 0:00,S,M,30000,0,0,Partial High School,Clerical,0,2,5931 San Carlos,11/2/2014 0:00,5 to 10 Miles
12024,Samuel,Edwards,Edwards Samuel,6/26/1978 0:00,S,M,40000,0,0,High School,Skilled Manual,1,2,710 Longbrook Way,2/27/2016 0:00,5 to 10 Miles
12025,Logan,Diaz,Diaz Logan,6/18/1978 0:00,M,M,40000,0,0,High School,Skilled Manual,1,2,297 Mt. Tank Circle,11/21/2014 0:00,5 to 10 Miles
12026,Lucas,Flores,Flores Lucas,7/17/1978 0:00,M,M,40000,0,0,High School,Skilled Manual,0,2,9431 Firestone,11/25/2014 0:00,0 to 1 Miles
12027,Haley,Wood,Wood Haley,10/26/1978 0:00,M,F,40000,0,0,High School,Skilled Manual,1,2,9695 Notre Dame Avenue,11/13/2014 0:00,5 to 10 Miles
12028,Sarah,Lewis,Lewis Sarah,11/11/1977 0:00,S,F,30000,0,0,Partial High School,Clerical,0,2,7212 Santa Maria Ct.,9/29/2016 0:00,5 to 10 Miles
12029,Damien,Hu,Hu Damien,10/16/1977 0:00,M,M,30000,0,0,Partial High School,Clerical,0,2,2119 Virginia Hills,8/3/2016 0:00,0 to 1 Miles
12030,Ana,Washington,Washington Ana,2/5/1977 0:00,S,F,40000,0,0,High School,Skilled Manual,1,2,5157 Maywood Lane,11/9/2014 0:00,5 to 10 Miles
12031,Logan,Jai,Jai Logan,10/19/1979 0:00,S,M,30000,0,0,Partial High School,Clerical,0,2,6857 La Salle Ct,11/9/2016 0:00,5 to 10 Miles
12032,Tyler,Taylor,Taylor Tyler,5/26/1979 0:00,S,M,30000,0,0,Partial High School,Clerical,0,2,5465 Janin Pl.,2/24/2016 0:00,5 to 10 Miles
12033,Kristen,Guo,Guo Kristen,5/2/1979 0:00,S,F,40000,0,0,High School,Skilled Manual,0,2,8452 Dewing Avenue,11/26/2014 0:00,0 to 1 Miles
12034,Julian,Long,Long Julian,3/14/1941 0:00,M,M,40000,2,0,Bachelors,Management,1,2,9707 Daffodil Drive,9/26/2016 0:00,5 to 10 Miles
12035,Gerald,Prasad,Prasad Gerald,6/22/1941 0:00,M,M,40000,2,0,Bachelors,Management,0,2,4945 Noah Court,2/11/2016 0:00,0 to 1 Miles
12036,Summer,Lopez,Lopez Summer,2/6/1941 0:00,M,F,40000,2,0,Bachelors,Management,1,2,2901 Sunny Ave,3/19/2016 0:00,0 to 1 Miles
12037,Patricia,Chapman,Chapman Patricia,9/14/1943 0:00,S,F,40000,2,0,Bachelors,Management,1,2,5186 Elmhurst Lane,12/29/2014 0:00,5 to 10 Miles
